track,date,race,post_position,horse_name,race_back,age_sex_restrictions,alt_comment_line,apprentice_wt_allow,bris_2f_pace_fig,bris_4f_pace_fig,bris_6f_pace_fig,bris_8f_pace_fig,bris_late_pace_fig,bris_race_shape_first_call,bris_race_shape_second_call,bris_speed_rating,bris_track_code,claim_trainer_switch_date,claim_trainer_switch_n1,claim_trainer_switch_n2,claim_trainer_switch_n3,claim_trainer_switch_n4,claim_trainer_switch_n5,claimed_code,claiming_price,days_since_prev_race,distance,entry,eqb_abbrev_race_conditions,equipment,extended_start_comment,favorite_indicator,final_time,finish_between_lengths,finish_between_lengths_only,finish_position,first_call_between_lengths,first_call_between_lengths_only,first_call_position,fraction_1,fraction_2,fraction_2f,fraction_3,fraction_4f,fraction_5f,fraction_6f,fraction_8f,front_bandages_indicator,gate_call_position,jockey,medication,money_position,num_entrants,odds,pp_post_position,prev_all_weather_surface_flag,purse,race_classification,race_date,race_name,race_num,race_type,restricted_qualifier_flag,sealed_track_indicator,second_call_between_lengths,second_call_between_lengths_only,second_call_position,second_place_margin,second_place_name,second_place_weight,speed_rating,start_call_between_lengths,start_call_between_lengths_only,start_call_position,statebred_flag,stretch_between_lengths,stretch_between_lengths_only,stretch_position,surface,third_place_margin,third_place_name,third_place_weight,track_code,track_condition,track_variant,trainer,trip_comment,weight,winner_margin,winner_name,winner_weight,target_FP,official_final_odds,year,target_top3,target_top5
CD,2019-05-04,12,5,IMPROBABLE,5,AON,,,92,97,,,90,2,1,92,SA,,,,,,,,,,1320,,MdSpWt,,09-29-18 Stalked pace;bit off rail; 2wd;3wd into str;bid 2wd;led 1/16;game,1,70.44,0.25,,1,2.50,2.50,4,21.7,45.01,21.70,57.6,45.01,57.60,,,0,6,VAN DYKE DRAYDEN,1,1,6,0.40,2,,50000,MdSpWt,20180929,,1,S,,,2.00,2.00,3,4.50,STRETFORD END,122,86,,,6,,0.13,0.13,2,D,4.25,GRAY MAGICIAN,122,SA,FT,18,BAFFERT BOB,3wd into str;led 1/16,122,0.25,IMPROBABLE,122,4,4.0,2019,0,1
CD,2019-05-04,12,6,VEKOMA,1,BON,,,96,105,114,,84,12,13,101,KEE,,,,,,,,,35,1980,,BlueGras-G2,,04-06-19 Tracked pace early; off rail far turn; took over; drew away late,1,110.93,3.50,,1,0.13,0.13,2,47.03,71.55,23.26,97.48,47.03,,71.55,97.48,0,6,CASTELLANO J J,1,1,14,1.40,2,,1000000,BlueGras-G2,20190406,Toyota Blue Grass S.,10,G2,,,0.13,0.13,2,0.06,WIN WIN WIN,123,84,1.00,1.00,2,,3.50,,1,D,0.75,SIGNALMAN,123,KEE,FT,17,WEAVER GEORGE,Off rail 1/4;drew away,123,3.50,VEKOMA,123,12,16.8,2019,0,0
CD,2019-05-04,12,6,VEKOMA,2,BON,,,83,92,96,,85,16,10,92,GP,,,,,,,,,118,1870,,FntnOYth-G2,,03-02-19 Rated; pick up 1/2p; drft in upr; continued to try,0,103.85,2.75,2.75,3,7.00,7.00,4,22.8,45.69,22.80,70.42,45.69,,70.42,96.84,0,1,FRANCO MANUEL,1,3,11,3.20,5,,400000,FntnOYth-G2,20190302,Xpressbet Fountain of Youth S.,13,G2,,,4.00,4.00,4,2.00,BOURBON WAR,116,84,7.00,7.00,4,,2.00,2.00,3,D,0.25,VEKOMA,122,GP,FT,19,WEAVER GEORGE,Pick up 1/2p;kept on,122,0.75,CODE OF HONOR,116,12,16.8,2019,0,0
CD,2019-05-04,12,6,VEKOMA,3,AON,,,97,105,110,,89,16,11,101,AQU,,,,,,,,,42,1760,,Nashua-G3,,11-04-18 Bobble st; 5-4w pursuit; set down 5w uppr; up 3/16; edged away,1,96.62,1.75,,1,2.00,2.00,3,22.53,45.29,22.53,70.6,45.29,,70.60,,0,4,FRANCO MANUEL,0,1,6,2.05,5,,200000,Nashua-G3,20181104,Nashua S.,8,G3,,,0.50,0.50,3,7.00,NETWORK EFFECT,116,92,1.00,1.00,3,,1.50,,1,D,2.25,CALL PAUL,122,AQU,FT,19,WEAVER GEORGE,Bobbled st; edged away,116,1.75,VEKOMA,116,12,16.8,2019,0,0
CD,2019-05-04,12,6,VEKOMA,4,AON,,,91,95,,,96,0,-8,96,BEL,,,,,,,,,,1320,,MdSpWt,,09-23-18 Pull bit on back;3w;up by head 1/4;came in 1/8;held sway,0,68.93,1.75,,1,2.50,2.50,3,22.25,45.56,22.25,57.15,45.56,57.15,,,0,3,FRANCO MANUEL,0,1,8,2.70,4,,75000,MdSpWt,20180923,,3,S,,,0.13,,1,2.25,EPIC DREAMER,119,95,,,3,,1.50,,1,D,5.25,MIHOS,119,BEL,FT,3,WEAVER GEORGE,3w;came in 1/8;held,119,1.75,VEKOMA,119,12,16.8,2019,0,0
CD,2019-05-04,12,8,TACITUS,1,BON,,,79,91,100,,101,13,12,103,AQU,,,,,,,,,28,1980,,WoodMem-G2,,04-06-19 Bmp hard brk;clip beh 1st;at/near 2w;4w upr;came in;up;dug in,1,111.23,1.25,,1,8.00,8.00,4,46.91,71.46,23.62,97.81,46.91,,71.46,97.81,0,4,ORTIZ JOSE L,1,1,11,2.60,2,,750000,WoodMem-G2,20190406,Wood Memorial S. Presented by NYRA Bets,10,G2,,,7.50,7.50,4,2.75,TAX,123,92,6.00,6.00,4,,0.13,,1,D,0.50,HAIKAL,123,AQU,FT,11,MOTT WILLIAM I,Bmp st;clip1st;2wto1/4,123,1.25,TACITUS,123,3,5.8,2019,1,1
CD,2019-05-04,12,8,TACITUS,2,BON,,,78,78,87,,100,9,8,95,TAM,,,,,,,,,119,1870,,TamDby-G2,,03-09-19 3w early; off pace; between 1/4; rallied 2-path; led 1/16;driving,0,101.90,1.25,,1,10.00,10.00,6,22.79,45.85,22.79,69.57,45.85,,69.57,95.44,0,9,ORTIZ JOSE L,1,1,11,8.90,10,,400000,TamDby-G2,20190309,Lambholm South Tampa Bay Derby,11,G2,,,8.00,8.00,7,1.25,OUTSHINE,118,99,8.00,8.00,6,,2.00,2.00,3,D,0.50,WIN WIN WIN,117,TAM,FT,2,MOTT WILLIAM I,Rallied 2p; driving,117,1.25,TACITUS,117,3,5.8,2019,1,1
CD,2019-05-04,12,8,TACITUS,3,AON,,,79,79,79,,93,-2,-5,85,AQU,,,,,,,,,37,1760,,MdSpWt,,11-10-18 Bobble st; 4w pursuit; 5w advance turn; 5w uppr; dueled str; game,1,98.69,0.25,,1,2.00,2.00,5,23.45,46.91,23.45,72.85,46.91,,72.85,,0,5,ORTIZ JOSE L,0,1,7,0.65,6,,70000,MdSpWt,20181110,,5,S,,,0.50,0.50,3,3.00,ERLICH,119,82,1.75,1.75,6,,0.13,,1,D,1.00,MOTAGALLY,119,AQU,GD,17,MOTT WILLIAM I,5w bid turn; gamely,119,0.25,TACITUS,119,3,5.8,2019,1,1
CD,2019-05-04,12,8,TACITUS,4,AON,,,93,96,100,,84,8,5,93,BEL,,,,,,,,,,1870,,MdSpWt,,10-04-18 7w backstretch; to 3p coaxed 9/16; bid turn; 4-5w uppr; wknd late,0,101.66,2.50,2.50,4,1.00,1.00,3,22.85,45.66,22.85,69.87,45.66,,69.87,95.08,0,8,ORTIZ JOSE L,0,4,8,8.00,5,,75000,MdSpWt,20181004,,5,S,,,0.50,0.50,2,0.25,FELIX THE FOX,119,88,0.50,0.50,3,,1.50,1.50,3,D,0.13,KENTUCKY WILDCAT,119,BEL,FT,9,MOTT WILLIAM I,3w bid turn; wknd late,119,2.25,KING FOR A DAY,119,3,5.8,2019,1,1
CD,2019-05-04,12,9,PLUS QUE PARFAIT,1,BON,03-30-19 Mid-div; smth prog 500m out; led 200m out; r.o. wl,,,,,,,,,,MEY,,,,,,,,,42,2078,,U Drby Spnsr-G,,03-30-19 Mid-div; smth prog 500m out; led 200m out; r.o. wl,0,118.41,0.75,,1,,,,,,,,,,,,0,,*ORTIZ J L,0,1,14,0.00,0,,2500000,U Drby Spns-G2,20190330,UAE Derby Sponsored By Saeed & Mohammed Al Naboodah Group,4,G2,,,,,,0.25,GRAY MAGICIAN,126,0,,,,,,,,D,5.25,MANGUZI,126,MEY,FT,0,*WALSH B P,,126,0.75,PLUS QUE PARFAIT,126,8,57.1,2019,0,0
CD,2019-05-04,12,9,PLUS QUE PARFAIT,2,BON,,,79,86,98,,51,11,10,72,FG,02/16/2019,391,53,65,66,-0.42,,,28,1870,,RisenStr-G2,,02-16-19 2p1st turn;settled;asked 2path btwn 2nd turn;5w1/4;no response,0,104.59,20.25,20.25,13,7.75,7.75,10,23.71,47.36,23.71,72.2,47.36,,72.20,97.87,0,7,LEPAROUX JULIEN R,1,13,14,6.40,1,,400000,RisenStr-G2,20190216,Risen Star S. presented by Lamarque Ford,12,G2,,,4.00,4.00,8,1.50,COUNTRY HOUSE,122,69,7.00,7.00,9,,12.00,12.00,13,D,2.25,ROILAND,122,FG,FT,13,WALSH BRENDAN P,2p turns;5p into lane,122,2.25,WAR OF WILL,122,8,57.1,2019,0,0
CD,2019-05-04,12,9,PLUS QUE PARFAIT,3,BON,,,81,76,77,,97,-8,-13,87,FG,,,,,,,,,56,1830,,LeComte-G3,,01-19-19 Stumbled brk;bmpd;4p1st;reserved;ask 4p2nd;6p1/4;empty,0,103.44,6.50,6.50,5,2.25,2.25,6,24.33,49.22,24.33,74.63,49.22,,74.63,99.50,0,10,LEPAROUX JULIEN R,1,5,12,4.00,11,,200000,LeComte-G3,20190119,LeComte S.,12,G3,,,2.25,2.25,5,2.00,HOG CREEK HUSTLE,122,83,3.50,3.50,7,,4.50,4.50,5,D,0.50,MANNY WAH,122,FG,FT,17,WALSH BRENDAN P,Stmbld st;bmp;4p;6p1/4,122,4.00,WAR OF WILL,122,8,57.1,2019,0,0
CD,2019-05-04,12,9,PLUS QUE PARFAIT,4,AON,11-24-18 Unhurried early; 6path far turn; rallied; lng drv 3wd; not enough,,82,91,93,,94,16,5,94,CD,,,,,,,,,48,1870,,KyJC-G2,,11-24-18 Unhurried early; 6path far turn; rallied; lng drv 3wd; not enough,0,105.29,0.25,0.25,2,7.25,7.25,11,23.12,46.83,23.12,72.33,46.83,,72.33,98.61,0,10,LEPAROUX JULIEN R,1,2,14,14.80,4,,200000,KyJC-G2,20181124,Kentucky Jockey Club S.,11,G2,,s,3.75,3.75,8,1.75,PLUS QUE PARFAIT,122,79,8.25,8.25,10,,0.50,0.50,3,D,0.06,LIMONITE,122,CD,SY,24,WALSH BRENDAN P,3wd str; gaining late,122,0.25,SIGNALMAN,122,8,57.1,2019,0,0
CD,2019-05-04,12,9,PLUS QUE PARFAIT,5,AON,,,86,85,87,,87,5,-1,88,KEE,,,,,,,,,22,1870,e,MdSpWt,,10-07-18 Tracked pace early; off rail far turn; long drive stretch;won nod,0,104.78,0.06,,1,3.00,3.00,2,23.66,47.29,23.66,72.61,47.29,,72.61,98.31,0,8,SANTANA RICARDO JR,1,1,12,8.00,9,,67000,MdSpWt,20181007,,5,S,,,0.13,0.13,2,6.25,HARVEY WALLBANGER,118,83,1.00,1.00,2,,0.13,0.13,2,D,0.25,CUTTING HUMOR,118,KEE,FT,10,WALSH BRENDAN P,Gamely won nod,118,0.06,PLUS QUE PARFAIT,118,8,57.1,2019,0,0
CD,2019-05-04,12,9,PLUS QUE PARFAIT,6,AON,,,88,82,77,,88,-2,-7,80,CD,,,,,,,,,56,1760,,MdSpWt,,09-15-18 Dueled early on; off rail turn; weakened late stretch,0,97.98,3.50,3.50,3,0.13,,1,23.3,47.47,23.30,73.07,47.47,,73.07,,0,5,BESCHIZZA ADAM,1,3,10,3.30,3,,56000,MdSpWt,20180915,,6,S,,,0.25,0.25,3,1.00,NIGHT OPS,118,77,0.25,0.25,3,,0.50,0.50,2,D,0.75,PLUS QUE PARFAIT,118,CD,FT,19,WALSH BRENDAN P,Dueled; weakened late,118,2.50,MOONSTER,118,8,57.1,2019,0,0
CD,2019-05-04,12,9,PLUS QUE PARFAIT,7,AON,,,84,91,88,,72,13,9,78,ELP,,,,,,,,,,1760,,MdSpWt,,07-21-18 Stalked pace; bid between horses; loomed; lacked late response,0,96.20,3.00,3.00,3,2.50,2.50,5,23.49,47.39,23.49,71.69,47.39,,71.69,,0,9,BESCHIZZA ADAM,1,3,12,10.50,10,,42000,MdSpWt,20180721,,9,S,,,1.50,1.50,3,1.50,KID LEMUEL,120,81,6.50,6.50,8,,4.00,4.00,3,T,2.00,PLUS QUE PARFAIT,120,ELP,FM,16,WALSH BRENDAN P,Lacked late response,120,1.50,HENLEY'S JOY,120,8,57.1,2019,0,0
CD,2020-09-05,14,11,NECKER ISLAND,1,BON,,,80,86,91,,91,-2,-6,92,ELP,,,,,,,,,32,1980,,ELPDerbyL200k,b,08-09-20 Back early on; 4path into lane; bid; no match top two stretch,0,108.02,8.50,8.50,3,2.50,2.50,7,46.74,70.7,23.33,95.25,46.74,,70.70,95.25,1,6,MURRILL MITCHELL,1,3,12,31.50,5,,200000,ELPDerbyL200k,20200809,Runhappy Ellis Park Derby,10,N,,,2.50,2.50,4,5.25,ATTACHMENT RATE,118,118,3.75,3.75,8,,4.00,4.00,3,D,1.75,NECKER ISLAND,118,ELP,FT,-12,HARTMAN CHRIS,No match top two str,118,3.25,ART COLLECTOR,122,9,49.3,2020,0,0
CD,2020-09-05,14,11,NECKER ISLAND,2,BON,07-08-20 Stumbled start; chased 4-3path; bid3w3/8; stepped in 1/8;weakened,,91,100,100,,92,13,0,98,IND,,,,,,,,,25,1980,,IndnaDby-G3,b,07-08-20 Stumbled start; chased 4-3path; bid3w3/8; stepped in 1/8;weakened,0,109.46,3.50,3.50,3,3.00,3.00,4,47.69,72.27,23.93,97.23,47.69,,72.27,97.23,0,9,MURRILL MITCHELL,1,3,9,9.00,9,,300000,IndnaDby-G3,20200708,Indiana Derby,11,G3,,,1.00,1.00,3,0.50,MAJOR FED,118,97,2.50,2.50,4,,1.00,1.00,2,D,2.00,NECKER ISLAND,122,IND,FT,7,HARTMAN CHRIS,Stmbld st;4w1st;3wfar,122,3.00,SHARED SENSE,122,9,49.3,2020,0,0
CD,2020-09-05,14,11,NECKER ISLAND,3,BON,Claimed from Sagamore Farm LLC and Hough Stanley M  Hough Stanley M Trainer,,79,79,83,,99,-11,-16,91,CD,06/13/2020,59,12,7,7,-0.58,c,100000,21,1870,,OC100000NW3Lc,b,06-13-20 Stalked inside; pocket 2nd; no bid; weakened,0,101.35,9.75,9.75,4,2.00,2.00,3,24.59,48.43,24.59,72.46,48.43,,72.46,95.53,1,3,GAFFALIONE TYLER,1,4,4,3.20,1,,83000,OC100000n3lc,20200613,,5,AO,,,2.00,2.00,3,0.75,SHARED SENSE,118,89,1.50,1.50,3,,6.00,6.00,4,D,2.50,FINNICK THE FIERCE,118,CD,FT,10,HOUGH STANLEY M,Stalk ins;no bid;wknd,118,6.50,ART COLLECTOR,118,9,49.3,2020,0,0
CD,2020-09-05,14,11,NECKER ISLAND,4,BON,,,82,83,87,,91,-5,-6,90,CD,,,,,,,,,28,1870,,MattWinn-G3,b,05-23-20 Chased pace early; ins into lane; flattened out late stretch,0,103.05,5.75,5.75,5,1.25,1.25,5,23.98,48.21,23.98,72.44,48.21,,72.44,96.92,1,8,GAFFALIONE TYLER,1,5,10,23.40,6,,150000,MattWinn-G3,20200523,Matt Winn S.,10,G3,,,1.25,1.25,5,0.75,NY TRAFFIC,118,84,2.25,2.25,7,,4.00,4.00,5,D,3.25,PNEUMATIC,118,CD,FT,10,HOUGH STANLEY M,Inside upper;flattened,118,1.00,MAXFIELD,123,9,49.3,2020,0,0
CD,2020-09-05,14,11,NECKER ISLAND,5,BON,,,78,83,96,,81,-2,5,89,GP,,,,,,,,,49,1870,,UnbridledB75k,b,04-25-20 Steadied 1st turn; urged rail 2nd turn; flattened out,0,103.07,4.50,4.50,4,2.25,2.25,6,24.07,47.47,24.07,70.79,47.47,,70.79,96.46,1,5,DAVIS DYLAN,1,4,6,7.40,1,,75000,UnbridledB75k,20200425,Unbridled S.,9,N,,,1.50,1.50,4,1.25,ATTACHMENT RATE,118,89,2.50,2.50,4,,3.25,3.25,5,D,1.75,AMERICANUS,118,GP,FT,11,HOUGH STANLEY M,Steadied1st;rail;flatn,120,1.50,DR POST,118,9,49.3,2020,0,0
CD,2020-09-05,14,11,NECKER ISLAND,6,BON,,,85,90,92,,89,3,5,89,AQU,,,,,,,,,35,1760,,Gotham-G3,b,03-07-20 Brk in st; chased 4-3w; coaxed 3/8; 4-5w upper; outkicked,0,98.80,5.50,5.50,5,1.50,1.50,8,23.54,47.26,23.54,72.5,47.26,,72.50,,1,8,FRANCO MANUEL,1,5,11,10.10,5,,300000,Gotham-G3,20200307,Gotham S.,10,G3,,,4.50,4.50,6,0.13,UNTITLED,118,74,3.00,3.00,7,,6.00,6.00,5,D,2.75,ATTACHMENT RATE,118,AQU,FT,25,HOUGH STANLEY M,Chased 3-4w; outkicked,118,2.00,MISCHEVIOUS ALEX,123,9,49.3,2020,0,0
CD,2020-09-05,14,11,NECKER ISLAND,7,BON,,,91,96,,,77,-2,-3,83,GP,,,,,,,,,63,1540,,Swale-G3,b,02-01-20 Four to five wide turn; could not reach contention,0,82.83,11.50,11.50,5,1.75,1.75,6,22.41,45.02,22.41,69.72,45.02,,69.72,,1,6,GAFFALIONE TYLER,1,5,8,8.50,6,,150000,Swale-G3,20200201,Swale S.,9,G3,,,3.00,3.00,7,0.25,SHIVAREE,122,75,,,6,,9.00,9.00,5,D,0.13,GREEN LIGHT GO,124,GP,FT,18,HOUGH STANLEY M,4-5wd turn;outsprinted,120,7.00,MISCHEVIOUS ALEX,122,9,49.3,2020,0,0
CD,2020-09-05,14,11,NECKER ISLAND,8,AON,,,89,91,90,,96,3,-3,93,CD,,,,,,,,,62,1760,,OC75000NW1X,b,11-30-19 Pressed pace early; off rail turn; long drive stretch; won nod,0,97.13,0.06,,1,0.50,0.50,2,23.05,46.28,23.05,71.7,46.28,,71.70,,1,2,HERNANDEZ B J JR,1,1,11,5.90,5,,97000,OC75000n1x,20191130,,10,AO,,s,0.13,,1,1.25,SILVER STATE,118,84,0.13,0.13,2,,0.50,,1,D,2.25,OLLY WONDER,118,CD,SY,21,HOUGH STANLEY M,Long drv str; won nod,118,0.06,NECKER ISLAND,118,9,49.3,2020,0,0
CD,2020-09-05,14,11,NECKER ISLAND,9,AON,,,91,91,,,90,-3,-7,89,CD,,,,,,,,,29,1540,,MdSpWt,b,09-29-19 Set pace early; off rail turn; drew clear stretch; held sway,1,83.13,1.25,,1,0.13,,1,22.74,45.93,22.74,70.41,45.93,,70.41,,1,4,SAEZ LUIS,1,1,12,1.00,9,,95000,MdSpWt,20190929,,8,S,,,0.13,,1,2.75,BANKS ISLAND,118,88,,,4,,1.50,,1,D,0.75,LYNN'S MAP,118,CD,FT,13,HOUGH STANLEY M,Drew clear; held sway,118,1.25,NECKER ISLAND,118,9,49.3,2020,0,0
CD,2020-09-05,14,11,NECKER ISLAND,10,AON,,,92,92,,,82,-1,-6,84,SAR,,,,,,,,,,1540,,MdSpWt,b,08-31-19 Coaxed st; chased ins; coaxed 3/8; 3w uppr; steady 3/16; kept on,0,82.93,6.25,6.25,3,1.00,1.00,3,22.98,46.03,22.98,70.46,46.03,,70.46,,1,5,SAEZ LUIS,1,3,9,22.90,1,,90000,MdSpWt,20190831,,7,S,,,1.50,1.50,4,0.75,ALWAYS MISBEHAVING,119,84,,,5,,1.00,1.00,4,D,0.13,NECKER ISLAND,119,SAR,FT,9,HOUGH STANLEY M,3w 1/4; steady 3/16,119,5.50,THREE TECHNIQUE,119,9,49.3,2020,0,0
CD,2020-09-05,14,12,SOLE VOLANTE,1,BON,,,72,85,93,,83,9,5,88,BEL,,,,,,,,,10,1980,,Belmont-G1,,06-20-20 Mostly 2w to 1/4;wandered out 7w in lane without headway,0,106.53,15.75,15.75,6,9.25,9.25,10,46.16,69.94,23.11,94.46,46.16,,69.94,94.46,1,8,PANICI LUCA,1,6,10,11.20,2,,1000000,Belmont-G1,20200620,Belmont S. Presented by NYRA Bets,10,G1,,,9.00,9.00,9,1.50,DR POST,126,0,12.00,12.00,10,,10.00,10.00,7,D,2.50,MAX PLAYER,126,BEL,FT,0,BIANCONE PATRICK L,2w1/2;wander 7w lane,126,3.75,TIZ THE LAW,126,11,32.1,2020,0,0
CD,2020-09-05,14,12,SOLE VOLANTE,2,BON,,,74,82,91,,104,7,4,98,GP,,,,,,,,,95,1760,,OC100000,,06-10-20 Settled well off pace; advanced four wide; along late ridden out,0,94.80,0.75,,1,8.25,8.25,6,23.09,45.1,23.09,69.2,45.10,,69.20,,0,6,PANICI LUCA,1,1,6,2.20,6,,55000,OC100000,20200610,,9,AO,,,5.50,5.50,4,0.75,JESUS' TEAM,118,98,9.00,9.00,6,,3.50,3.50,4,D,4.25,SHIVAREE,122,GP,FT,11,BIANCONE PATRICK L,4w;along late rddn out,125,0.75,SOLE VOLANTE,125,11,32.1,2020,0,0
CD,2020-09-05,14,12,SOLE VOLANTE,3,BON,,,69,71,82,,108,-6,-9,96,TAM,,,,,,,,,28,1870,,TamDby-G2,,03-07-20 Settled along inside; saved ground to lane; along 2nd late,1,102.63,4.75,4.75,2,8.00,8.00,11,23.89,48.16,23.89,72,48.16,,72.00,96.40,0,4,GEROUX FLORENT,1,2,12,1.50,7,,400000,TamDby-G2,20200307,Lambholm South Tampa Bay Derby,11,G2,,,5.50,5.50,8,1.75,SOLE VOLANTE,119,90,9.25,9.25,11,,6.50,6.50,5,D,0.50,TEXAS SWING,117,TAM,FT,6,BIANCONE PATRICK L,Saved ground; up 2nd,119,4.75,KING GUILLERMO,117,11,32.1,2020,0,0
CD,2020-09-05,14,12,SOLE VOLANTE,4,BON,,,69,73,92,,108,11,-6,102,TAM,,,,,,,,,35,1870,,SFDavis-G3,,02-08-20 Rated rail; sharp move inside; switched out; took over late,0,102.60,2.50,,1,15.00,15.00,5,23.34,46.52,23.34,71.79,46.52,,71.79,96.49,0,2,PANICI LUCA,1,1,7,5.80,2,,250000,SFDavis-G3,20200208,Sam F. Davis S.,11,G3,,,2.00,2.00,3,11.25,INDEPENDENCE HALL,122,95,12.00,12.00,5,,0.50,0.50,2,D,0.25,AJAAWEED,118,TAM,FT,4,BIANCONE PATRICK L,Sharp gain rail;bid 2p,118,2.50,SOLE VOLANTE,118,11,32.1,2020,0,0
CD,2020-09-05,14,12,SOLE VOLANTE,5,BON,,,84,88,105,,93,11,7,100,GP,,,,,,,,,35,1760,,MuchoMManL100k,,01-04-20 Unhurried; 5wd stretch bid; cleared rest,0,95.53,2.50,2.50,3,8.50,8.50,6,22.42,45.1,22.42,69.6,45.10,,69.60,,0,4,PANICI LUCA,1,3,7,9.00,6,,100000,MuchoMManL100k,20200104,Mucho Macho Man S.,10,N,,,2.75,2.75,4,2.25,AS SEEN ON TV,122,93,9.00,9.00,6,,4.00,4.00,3,D,7.00,SOLE VOLANTE,122,GP,FT,5,BIANCONE PATRICK L,5wd 1/8p; cleared rest,122,0.13,CHANCE IT,122,11,32.1,2020,0,0
CD,2020-09-05,14,12,SOLE VOLANTE,6,AON,,,70,86,97,,91,14,10,95,GP,,,,,,,,,49,1760,,PulpitB75k,,11-30-19 Settle nicely; advance inside-2wd tn; kick clear,0,93.02,2.00,,1,9.25,9.25,10,22.74,45.62,22.74,69.27,45.62,,69.27,,0,10,RENDON JAIRO,1,1,11,13.70,6,,75000,PulpitB75k,20191130,Pulpit S.,9,N,,,3.75,3.75,6,1.50,IRISH MIAS,122,98,12.00,12.00,11,,0.50,,1,T,5.50,KING GUILLERMO,118,GP,FM,12,BIANCONE PATRICK L,Stedy adv;2wd;kick clr,118,2.00,SOLE VOLANTE,118,11,32.1,2020,0,0
CD,2020-09-05,14,12,SOLE VOLANTE,7,AON,,,73,84,,,84,-1,0,81,GPW,,,,,,,,,,1650,,MdSpWt,,10-12-19 Unhurried; 3wd bid 1/4p; kicked clear,0,91.74,3.00,,1,8.50,8.50,8,24.12,48.64,24.12,73.95,48.64,,73.95,,0,4,PANICI LUCA,1,1,9,13.90,2,,48000,MdSpWt,20191012,,5,S,,,4.50,4.50,8,1.75,AFRICAN HERITAGE,119,91,,,4,,2.00,2.00,3,T,0.50,CENSUS,119,GPW,FM,12,BIANCONE PATRICK L,3wd bid 1/4p;kik clear,119,3.00,SOLE VOLANTE,119,11,32.1,2020,0,0
CD,2020-09-05,14,13,ATTACHMENT RATE,1,BON,,,84,89,95,,97,-2,-6,98,ELP,,,,,,,,,29,1980,,ELPDerbyL200k,,08-09-20 Chased pace early; 3path into lane; bid; no match; 2nd best,0,108.02,3.25,3.25,2,1.00,1.00,4,46.74,70.7,23.33,95.25,46.74,,70.70,95.25,0,9,TALAMO JOSEPH,1,2,12,14.40,10,,200000,ELPDerbyL200k,20200809,Runhappy Ellis Park Derby,10,N,,,0.50,0.50,3,5.25,ATTACHMENT RATE,118,124,2.00,2.00,5,,1.50,1.50,2,D,1.75,NECKER ISLAND,118,ELP,FT,-12,ROMANS DALE,No match; 2nd best,118,3.25,ART COLLECTOR,122,14,47.5,2020,0,0
CD,2020-09-05,14,13,ATTACHMENT RATE,2,BON,,,79,91,100,,87,5,4,94,KEE,,,,,,,,,49,1980,,BlueGras-G2,,07-11-20 Bumped; bothered start; 4path into lane; improved position,0,108.11,8.50,8.50,5,4.00,4.00,7,46.61,70.63,23.25,95.31,46.61,,70.63,95.31,0,10,TALAMO JOSEPH,1,5,13,27.60,9,,600000,BlueGras-G2,20200711,Toyota Blue Grass S.,9,G2,,,4.00,4.00,6,4.75,SWISS SKYDIVER,118,91,7.00,7.00,9,,7.00,7.00,5,D,0.25,RUSHIE,123,KEE,FT,5,ROMANS DALE,Bumped; bothered start,123,3.50,ART COLLECTOR,123,14,47.5,2020,0,0
CD,2020-09-05,14,13,ATTACHMENT RATE,3,BON,,,85,84,88,,92,-5,-6,91,CD,,,,,,,,,28,1870,,MattWinn-G3,,05-23-20 In tight into 1st turn; stalked pace; 5path upper; weakened late,0,103.05,5.00,5.00,4,0.75,0.75,4,23.98,48.21,23.98,72.44,48.21,,72.44,96.92,0,2,VELAZQUEZ J R,1,4,10,10.80,9,,150000,MattWinn-G3,20200523,Matt Winn S.,10,G3,,,0.75,0.75,4,0.75,NY TRAFFIC,118,85,0.75,0.75,4,,3.50,3.50,4,D,3.25,PNEUMATIC,118,CD,FT,10,ROMANS DALE,In tight into 1st turn,118,1.00,MAXFIELD,123,14,47.5,2020,0,0
CD,2020-09-05,14,13,ATTACHMENT RATE,4,BON,,,75,84,95,,88,-2,5,92,GP,,,,,,,,,49,1870,,UnbridledB75k,,04-25-20 4-5wd; bumped near 1/2p; bid 4 deep turn; duel 1/8p; solid effort,0,103.07,1.50,1.50,2,1.50,1.50,4,24.07,47.47,24.07,70.79,47.47,,70.79,96.46,0,6,SAEZ LUIS,1,2,6,2.10,6,,75000,UnbridledB75k,20200425,Unbridled S.,9,N,,,2.25,2.25,6,1.25,ATTACHMENT RATE,118,92,4.00,4.00,6,,0.25,0.25,3,D,1.75,AMERICANUS,118,GP,FT,11,ROMANS DALE,Bump 1/2p;4w;duel 1/8,118,1.50,DR POST,118,14,47.5,2020,0,0
